puuid,region
ztqEofP08LyaKU6RYolXOUf-FKemhfnoXVpUO-Ly3Mc78lLJGpQPUk4wYyvtTsrGMckpK0mJ02HP9Q,SEA
xB4ixOgvJAKEsbcOG_0OD2U-Zzs6puv1nVoefAYeaqp3CvKhwSHLc7ht7WdqA6hz3QqGnuPX3LnMdw,AMERICAS
QHpcZaOIvwT-2U3pzgSnHyFhC49gIzLekLnkkvkZ6lijCnbgCGsuiMe5Qm0ZKYC5mt-03zD0zYmk2w,SEA
NXhtF6lhV2om_H8h-kweMFWiJGSlJUNIR-vlWy2mMn1U1XQTLC0GeRn_96tnYBgPF0cUTFsrcQKvMQ,SEA
-OmN2Jy_ypvHQrO1s-Iy-au0GMEXNSvzG3uQ6SMUG9lz34ovpy8xYF9tedj1e6kF2DGhBMlB27Ar2g,ASIA
fk4ogc56Y7jWdcwEc0jqr-CcqkJNqtMpVCONnhub-1Obh_QaktyWC4DbgszX70s24cwSa3b4ulSYpw,EUROPE
k9mCxhfiIMc3NTXeMKed0Od3u7o1NwRlsrKmlvXIyp7wA7LqDmCjMNN-prKFeA33laJAqKtK9sa1SA,SEA
YZulrihuPdCmiNBQbiKGMaHuaDIq8OJ_NQ0HPFTWyKRZBSpGa6KpJ9Oo_IkqHhJvYLzq1hB7IDp_AQ,AMERICAS
UNxknq7vGiaagC5gn9_O_x36rQE-kfJKbZfa0fwjMW3UkkViIkfnLY6kQH49Wf52MvkmkTHnw47hpg,EUROPE
FRwlSDpKYSn2ZTKywdqqyt8LP4wVhWpkGOBLtBAmFV8ERa-feQGmbTqIeLEtV43NKz6_8mJOkQGacw,EUROPE
fk2hJn279IEpJQ35hFwFCvtf-s0BrNS5Ch3I0NR77OwvP3bOeQAAOjTPdqQWpi1TvsVl5oQ-skc7aQ,EUROPE
CsTcKrKXHtB6tITZOJTaogdZzSKntvC2RSw8mWM2FmiBl2p6IOh1ABE75V7TnLGf0KvKRj9Ilbgx-A,SEA
buDITvcHc90QKq0kPsaa988y5zp-WNINjRCCpFJG0Bb_pDnPMdZT6WBvSxZFeN3ZLkZw6fsAp77JsQ,SEA
YbcRYQ7P-269F34_LygKBcwSKx3O7V7JAJ_0y-UepEwMonQjmGcZhbiV2stJ9NK5qza5FW4XeNBsMA,AMERICAS
1_g5lEocUQgmldBN0y1hEf03jBOFptKnYqPE-SMeKowAmMn8qbIha8db0Rka2X7zeWI8etqtAihlAQ,SEA
zbtzoQh94Hcd5fUQtfvBq64PTGpartp6rPsvtlJ6GnntJUVXoplI-xEOSEchMnkOIuAHj7gCw_LhZQ,SEA
YIBPMMFRJ9YYXJZt3C29pVYs5vO8YaSH6owO-RTJk1RBN-QzFLHOlcF0zwDz9ilmynjCfnTvHmYUIA,EUROPE
1moZpHNV69s_-fZknSgnyr9Hnd-oDC0X6lgxRHyfQjUQDKBlmoWSdXRoPJK-VolblQTM4E-SoqFTHg,EUROPE
ZTtzl-zGJ9dmpzip0dprxMEgSn2FbLWyQBz1ORHceO2lGFN7WQiTAX3ojI7cQaQAGxWKE9Dz4yjN5A,AMERICAS
zp8xjjn0fkwZjNwu3ELeMrApy4BvCEiIviKAxOKZFhOtEyDn3RnLI5X0ZcwyY4g0GQLjk9o-mXDeCA,AMERICAS
4AphxKvJcDgkestmzyYQ9GNE3YqUhCLjjwX4AhAv8WW76IkcdB3S8ErlHAFvH90oY0b-00HpAhTM5Q,AMERICAS
QeCeFLY_T2qTIPXd3zpIUzsdPBhz19B4_3HueViiZKOzpi8OYST1H1A6Jg8XPVCqeRhHftcTRHLmWg,AMERICAS
JJ3mvR9U7tEnpRS0G7MyNWkf3WuXP4fFw71xPh1LlJBofqHGn7AXKpzWPChegC95Hf9bFprfQaonRw,SEA
udhCxb7XPRUekBXdjeDh4B7xkz1i6tY4QLLbUxP-Ltu01cg88uUBMKjEjE-QXFyryS_7NrfZ8srqOA,SEA
nhvVECClvNCIa8GzKwiUrb-8Q4V6mfi9Vyj-lZSrcASasbW5SyT51Gm21udvwLulm7F2P2OllL9Anw,SEA
hrwSmtUIHB6gWK-o7YqhmBPNCWFgL4QOE-otO-kBOCJ9kM4x-y-AJha-Y8qb8ZsH_6iKtkCLKg5j7Q,SEA
la1if_mjGRzq-ZOMqZwKs0kKZGWaH4wfb_3IEucnG-yBLsYY2LjsWR7_PRslGkP5T82DoG0Wa3L6wA,ASIA
Fv3qnVJdb1S4TJHFJn9-Bh7cRsVj8Bm0cICutXSnrAJItQYlWr55sDpKzKGlJZ8IVfefvWIE7qNFDg,SEA
18GuPi6Vzrc_mbZ24aw53dSR5J2FBdak_rrVjQ61ZNJrzXYicpI2EIarDOuxZpSm5XxhTPCYYWlu-Q,ASIA
WqT7YvITFauLKER-xip0GBXpbcbYZy1kwEYS-k7yMJPiVJdvDSCNvyR8PTQhrGoml-33JuUKzpmh9g,EUROPE
aglfzq-y7hzR1DSK-QUYk9YnqVdaU05XZYDB9yhF7Z-fNfyOW4rfjpIdQoGdjvbgOgwQTk-GnTzhtg,AMERICAS
ll0WDaObKluYJo2m0rJ9pUKDmCjK91oDqHRDn1HtbUGETePrveiqTADiZ28n7lUFkhW748PkMqocBw,AMERICAS
14SBiJD3XZd14lMJEfrNpoDOdu7YonRtYhHfXkVitPJBcY0tpWlFaugqUaeOWRh0lybDWqxkWBtLgg,EUROPE
7cwuWMUXFk7GHLJogfr4rUEKBoI5fzyfAhEt5iJMuHCU3ro8B9bwEOxKqbCDydY24z-c9v0-jUmlbw,ASIA
Ucqz79__HKyP_ri5vr-h8DzsoF7Ecjoj-S-eKvSqY81xNiVyxyjEFRfrhBGauLlFngOoQZzFU7nLUA,AMERICAS
1sOVgsIO-WFUPGY8E_lvtsudEeIloDhFzuqxaEplqO-Hs8iM4-exl6Azj1MRvf3z84-2iUpMRzNboQ,SEA
Wfu0IGLtb83ge9BChzVeK7mJWq2PK_wktY6k7EreNIW60FAwVaHvrV1omiaAaLA0UCjKcXJwCa-9Xg,SEA
5bOEofVPyCSqVdHQ1u-NO8lg06XHnFTCGmeKpSQIyevkt46RoDm9RfDCuBJPqz5583UNYrX15VtHFw,EUROPE
cy40vvNHk5oqU_dUt5RM6azH4_rGEuMlaY6f_axn8dQV54VoF0kCz6GMtXQfk75nmMU_UW0xh2gKtQ,AMERICAS
Fal51L-5smlaVyzr5Wapj7n2TY_ARaCfryixi1C8xDFcX5IkWbQzyl2vHMAD_r6Bjl2e63GVrOCF7w,EUROPE
GhHbI36ktdlNammtbJX6wDUNZuKuNwU84HefoeSEUTXJpPl6Vak6DIYFxG49JY_dp5wOoYQH7Eg-yg,ASIA
yWJkuHvp2DrPkMW6jRHW6fAyLrfGIw0G7ACEwfQz0bvCn9_-3gZ38Jm7whyFaxVPQGuuMrBOuh3Bpg,ASIA
gHVzyEXPdqJY1JAfoUl1QMj7mFP-l27R6CqsR9bqB-z7xoGKdvyZPnT0mj2oZvnsny03JbZwhPT-zg,AMERICAS
6RKTb9FODkzKDy0jQN02fHeJwC3UGFxz_e0Gt4dXa-1_sFqTRnPXt_WP1kwsBnikGSuKMPild5ySew,ASIA
64CobYqNQny_PUSbJOoEKnfkZJXIdz6E2inSzgmo65ZGMitxYMcbdFm6xCGBrnitcuyZgZuuKAhXvg,AMERICAS
UiSdWjvAkG_VH4EbaOqEcTyZVE-sznAX1aorvPowsL1WKRKElnCUJ0J_dBGjNSfJV8LPyAQoLXyqRA,SEA
5t41QFoJ_zF8lzkYl88yBYNmBy5PdOcoL3YWvOqtALwyBC0DD8LNo0KfH-yiIWDN3-0tpXrEjKNwqg,EUROPE
C_5Gg9Pn-mwB0AuDUyIgktVsiDBSCkAzsev0r6uLD6xAOqrfN5u8gLn765FDWkC0WKmXRfWvu8Y_1w,SEA
QcYjboCy3e2218Y8JrUZorjAjpG1_x63GSfd3ARJ6ZKT4MfOmJ1JdceUnBqx6u2aMMVutj99rHWx_w,SEA
6NhDmKUoLQUyzJit3gO6uapViHPYW0sZFch6r7-MzWJyqO8s4qinQYvfzwDQhpovDTfZJ-lPO9PVIQ,SEA
hscIsmmsJGJech3sDg5USkuhXqkP5kFbti0VupQ62CFnwoUGvSeea-NY3UZ2PGuZGvN3TeDFaQmnJQ,SEA
1DlR2xreAqK5uAvLcvNwZt55st5hGmd3N319c4lr0V4GsB08QVk9yZKbC3RYTFrSXFm6dC-B-rqblw,AMERICAS
ukmImD9vqcuu3FLKFtfmrI18Uy68YDpsgXEH4PZDST8HI97nCW7aMLi1z8RvO2tBKQ4rnJV4OrL4sw,AMERICAS
I4TM2qJyauOiTZuPDygjEIbhUtSmzqETamt0fBp8_eokbUOdESNzkjZCpbVG6iHYIhUI2NXje_jKPw,AMERICAS
UKHyM6SmbefFon3hF1aurOTgvRcS5KBsfL8eGrgBST-VLdcHz2HX4z5DsHWfxzMYdgerONY4XeeMGg,EUROPE
EZijNsj5l5GxLtAYLLTQ3sR-JY9LDTSOMocwL1nhR7DQTj0qj-lfrWs5iYcrx_00IhqQTN6dgz_hiQ,EUROPE
7CBgEhNqtP61maGZtTNNVMcUDKccrtCHYknNNDwxcXFLPKpPimeIOgEGSzXXWpyXFN61YRGfhbDsqA,SEA
0-bByBZv14ZThnF8rLj9DlUGYj-366fvGzAfflk-cCzkD5i7zUUmAs67s-0DlJUgNhZRA-Z0Wg5B5g,SEA
53DOQmO0EWqlicnfWq2ifZ1KDAPmDPS4zzApzmVA9M9wAmBhU0C1wY3oqS7ErpYG6WwsYRXEQfLXZA,EUROPE
WFF4dep0QqgOk9-B2unwvQOCCMfzcWihbyGn_oLIkG1I-WXoGT6yTpvpD258XYHK-1VL9MwP7dtprw,SEA
cYNDl18aHk-FpfrIO3nQ4LSlnYPe50vJFAyZ973fqLf2clIPAo7dEKUg38Rxl27tRoojkrlUbusg_Q,ASIA
rA5wxQ7mzIKBsCNEK0Qof4FJOv5isUiCHIKnDBMXCNdNSi4h_C8SFDRf9qGPL8lJ5-y8fljxTx7HrA,EUROPE
2iRzbVCZNpDoN-PQg25LOPVHavICa0VIz_XTJ7LFC5v8xoQrXlcEtV6WZUiMggw3Lci2HB4ZMtg5Hw,EUROPE
dIYCHqZVfSKArsqNJ4sTbGvutZNE4XUxxteSIeTy2ZenBrSHlCoZoCh8ceLcCot3X81X4YudIIZ_FA,EUROPE
ybjCxT3W_ho9Dfttd9vSBER8giKbv_coiFxAL-rG10AUlH02omkCWnIb2Z5aY3f2vLiEJplEJVuRkw,ASIA
qBw13RVucX3p2xYZIpHk3V9uJn-lw7l0QT5BXGerl1U27q9ym58yybMGbbr1HiagALxpyYYBu31r5Q,SEA
Xft-rbSrZf6OfodoUkgtalqOWl37AhMtNGDdNGQoZUAPAmC8S5QOyV4qgPLQZ_QBWIRAZaFTZcDhuQ,SEA
tHtoyUBpEyj0QNj0I0do_BVAbTu36lqqKYcdwpOTYCJBOk7Zkcs9Pd-V868dI_MsCravlEN57IIoZA,AMERICAS
PE-8c8XaXWZfQc8Hv2D4GjIC4un3v_m1Hcba2EyY3vpXbRYRE5Z-E1RfR5S35nP9bR0guB3lOoGkbw,SEA
xRXWbaCVLlw-HUl4ewRfOmYMbeN2847_9DUyUzEfhzkAnU-n0CPE3wicfqMIvM2CaxogGaixA2H3Pg,SEA
cKRtZWPiRhNrIkSDW8jdk7mZ2JxUjkloDzTlrb5LT4-zTPFRIKkw4YMY77lXeS9Lw27ZJqojVP_2sQ,EUROPE
2fVVwYsDaO_6AaMTbQiVBDWHhyOnUNngE94SX0ny7F1DgaWjdnFzu4_yj9K5EwGVCZii5IZxhT7DWQ,EUROPE
VGobi0olT6WPttmrU_zcKE71gpNg1JrO7isv0Q0Px_3bitjFfbx7Sn1zqtNXARD1YrYPPe5V9mg9Mw,SEA
6zEPz3O9iqeBE7KMRs5ST9idEkFxMtnytjWWf7SJJGQBU0SU8j6hcvRdo4IiQQ6G_V6XWgadC8bfEw,SEA
pZuDa5cHT3Sg8s_C79ZclZGXbNttXYvxmtYxcXbD9gaIomnTpARnDpKxdgdgutYhgd0o1dbAuRG9rg,ASIA
At6a9-oif4pGTxVk88zREMw9gZuJl1EFHYc72cfWslPacrjlHg1Nb3H0QekdXyy3dtZ2VzZ6xC_Bbg,EUROPE
6tW5Ubdo7FnrOxVF4HpnhvQTVbFwDfUIHwWXHolbllfkKHnIdMyPKz2y3Qczx_53eq2PNU6NrwSDAg,SEA
3UqBlYJNBrFZ9ZGb-e9BURLA3yRqwrD3rQWLxGz41BDFT5QK4tI5_5U1MEgE6cO5Ic61DFHr20OfgQ,SEA
XsN3G4Amu7qBZ1U08O_L8-jD3P_IywFOxDwz2t8wCb-0IqaIQrnR6BvD1QYs8gke7S9CYDLLLi9INg,AMERICAS
0x1yTE8XrNwdLWd03kakaDzTQKn6Q-MivJw12j6ZQ0Mfl_0FJFO6UfrzHrQai9cLjt8Nv38Z1sRJMA,ASIA
cHm6s1UgkKAm1kDTKTduvpEwtLDqXFSaavf_oj3wAFPl8jnw2FDFZar5nvmZ97RMu0z4r-2h-lRTgw,AMERICAS
F9OCPg93ywMUtAQT87oam8JiuWNj_sXT7dCFG8d4R2pMLiqJbJ29CEexnuGZHV-6iAkIPqSqJnn_Zg,EUROPE
XV4ijxuTiMYSGlRZGnUeua_sL_pnCD8uI2wt8Nd7jg9Hso0Gn0RzIx6Dik_vv66HFlhfuStQNtpF8A,SEA
Ok1YM1wrQYO3W2YBdlcyRt_ORIg6NmGm058OGw41yDYBg0JGzaKx4HRbIyhARvLlw3D8-vTbVtmlYw,EUROPE
BZ2O9iLF6bQEptJKoxPM6sVMkJ01B8f6KTC5BHVgNKipkYUfzGIDNcrG9HUdyUr_tQBm5O-pzIzbJw,SEA
7fmQ12c5eHXnmQzB0B0SAJF3bTV3ePWwnT-lQjahF6aeeAxIzjwfLBocIOlkL0RCCpbHxGo1FLdFrQ,ASIA
0t-eSUjVZIQ-gFcvSoUcVULexculiPj-CO02ZTuJwul61l2RFrGqGytKQmmu_H1yQD6kIMSMRrN0EA,SEA
lfIy3jF0JrRStYh4zYOtCnW9zthKfLk3Q0Dy_DUISNr5NSodXRFga16Ot_aJ1ljiHwqOYVJOxAndLA,EUROPE
m2I82J5cTeLbTkiwVt2DYmuLNpjngaQy5QP3jKaGnc2RhZbLqfdLrTsX0G3RDrfqV4NGFkTxsXRjSA,AMERICAS
oOe3iaut4u-JzG0HlJFztse8rbJa9UYLwUMxTrXZICCOV53aB--FIjK7lVfbj0hXlIT5l7ODUUNQ0g,EUROPE
2RZyQHwKrfBCu3tFrZrSDwpEDfqMyqY4yohzpi1-FEnJMxyc80wuyBIxkkXsx0jxIeCDfusVIasmew,AMERICAS
_-4f2fhWZplCIWqsdATc-26e2_D0xnsYPXBewxW1m3OlUnhT7cSOV6xTQa4bQzsgC5_5_VPmz5X13Q,SEA
5cjnHbzW4T41eoukYklV2BMhjmEUqSDcBNhoCP6XjCkcEao1HEVztb8g0U0XjJRwf8m4oknCQD2htQ,SEA
2tCqrvDrbQpmWJgagonMwsyTsd44zV1J1LYlmywheXxQORtw-5P-URRkMsSmOxUVwbnJFu6mJBROIQ,EUROPE
qXGiJnMUDLdKncFmWU2zTf3xWOCgHZEX1B1hctwwSEj_L9ZUJ5_crj8CPbEPgxwgIU6SXusYTRgd4w,EUROPE
yWopEn6AWnDpz0RKUGunYuHXBnB0GZDXKh9DlDH_gZKOzFlVECfBAaO019H0RWZ7CL2ybsVk1uToEA,EUROPE
kSlFY9AfJ5g83r_YnG0AVWI6g4Kb3dhShinKtHCJPWMBGr92pn2kqNINGfSACy1DpS0skfognSAWLg,EUROPE
OQ2dP3XXdAdFskGKA_T2L-XnpbQ_U96lMu6n3Cqpwhx0n3TDbpKTIrvyvLSmrTOZjYDWKzaJz-vXeg,SEA
v5Jsg5LLq7LalZCR-gKgtdGdTfvI0EEtj7mEpz5GeyLOC3Z5YndMPzQms8HAqGJ3iM93PzWruJDvYA,EUROPE
cm69dk-Zz-ZR5w7muLUSXLJFE-9cVwj6qGjxLObp5Nd7eG5nw_sPlB2Ja42HoHcYX_G03KijDFztAQ,SEA
16xNxdAiomoDsUsMCfsxZntLS3tGlZrK2AZH1-jMbiXDoCQr8D4XVxBN3wOszLOAKfqJQi6N2o1g8A,SEA
FN1LUVJhl6g1UPSC9wpX6d6IuxBiHPsrgcQWTGLmakeM6fAnPm10WSlfpiV9MHvCO6gvyXOpkiFjOg,EUROPE
Rzn80LU3zfv70oiszvIb3LfRKJIE6pU6ZepWADYFkHytuikT3zuZo-qj1dxXRCAdRG20O9n9AzYq6A,EUROPE
A9OMORUA31z_DG0j1_P5m5kFvgPp4-NTwHgNTEeRQbWblgLSD4vro5sztMebZhYIaQNg1-f13OKkuQ,SEA
n2dTWL69gFz99biEQ9qo37X82QyLEreXjqIW-VBSYIOINwhhhdZqnsKHLp9wd3RanjpNmWytkonezw,EUROPE
Yly33Bm31vQM79pID5lpno1ThZQd9kJzTaOdQ6zbRoRV8kQSrNAHsrcnEH0oHRcoaNdKF2Yj3MJjeQ,ASIA
viZ7xEgqv7cg4hIxw13qXP27LOHR0hi24iVKND_IsdvY522ZtRFT8vMV1F6O-v4VrNosisMdcW1r7Q,SEA
GAed6KnLOm-zjelwDQoLXB1V0bTKdZatWF1gR80QoPOGZVsm64FYBLHYPUJOTCSd3nBUkU523nr5Vw,AMERICAS
D280-jr6IAwt0Q_ZZpJ8j4CBL52j-XqSRYcHaeD10-nmBPtIo8u5igLVer-GoeJhK2P9Pqungehyqg,ASIA
Ot0a7hZ85GZgafZDBWZAofa7j16yHVvrtrQCa6prPsZoV1pTIT9uYMvdlHpcDuDAbdE6824vm1Ke_Q,ASIA
q2YDvZUmFCMPrsVtK9Be7usaxFtlMQms83JY_I-xUv6hva3g35yJWTqMD9ve4aH4FGBhGBJUOCBK0Q,EUROPE
Dl52MVcZM1z3Vn31DamJS5-CFwFGLvuvkGlQQvrqmk8wlL-pSMZ2B--wqwS8uupnq1yoYMLQTS92rQ,AMERICAS
bTl_dKi_B3njezqLgOT4hKQ5_0DZyyJEAxuW__sTUrHUCfCBiT4qaDfUfqMcYwWqdjmtdi-55FbZIw,SEA
yN9fJi_ud5U8GWPGlcHeCBNWinJfcEaWeC81jXwGHPabnhA4l8Ll2qNxYqdxpb4Te6nLGWhBWRm5WQ,AMERICAS
ewA5RY21AnOe-WZugLDk1q5Sywafk3kCLCjN9uQNRvIc4boy7As6cbDis4-kXZ2nOCnBe0AXL0V35Q,SEA
a0Jlq34OShWin3yleA9isCelLxo0N2rbHeP-KmFDcPvfxzIjFl_lAOE8_BWL_L77xnrmpl-iYKfKXA,SEA
E8rgu6TunR_5OQPfcTRw037MNwsw3_d1BRxi5GNa4YQCQEPBXl4m5rWs2jN_OLAPhOeTfmcKVZG6-Q,EUROPE
xr9E_862PidSbNqLccOYvW9GmQtEdpm2yLi6dr9O4MhZWeSp0NBmLf93TfUekbzktWrVDO_rwM2-pg,EUROPE
fyA283HKDO1Cdu4duxZa8PDvZceFALsgIHOw0uhn1XLuGyXLWuKOovKHEMKFlPvT6uv0ch41JyQi1g,AMERICAS
TL05bUcLWwvigK3PvIu8uyDYCT9MiFg-Ne6GdB_YYbjx7GYEhkf7Wh8oaS_upNespg9_ZRp5nFA9gQ,EUROPE
yjNHPb0e2mD5ZJ311PaZ95Ql2jwCkrmcsjmjlAgholWSCvO0knJt61XOX-b-Kct1ynPpYPY3tlonOg,AMERICAS
6O9mHmyo4wcavEKt_-8tbXikA8QQG75WH67xIQcQEb-tjVZy1cw7FT_X9ZNLr2trore_Cy10OMSLBA,EUROPE
q3kqbxtXUHKUbzUTzoZ9jGfi3KTybmGRjo4XgGxuD1kHgBvolpyIEGbUhgYUvXLw4BbFClK4kcqx2Q,AMERICAS
i20Is8zYtHGZhMFgSgvajM3UT2AUt_OnDgBZ5bZSJgXcJOCRmT6_EQSe8BzoM7FFQE4N8Q7fxXRtWg,EUROPE
Vjuu8VT-MiNHHRgWXHS2bE6dRjG0x0wUL7F5lOmtG_kuOkq3DeZfdgqY-TPJXu0qxVXLpCI5EF96pg,EUROPE
h5ALoPo9hBxGWfGfQto_RDC6CsthkfFsGtDxEfEXqTHyoFTtZ8CCocMbnDo5RcIz3CdGnS9ve41ZQQ,EUROPE
8pLEUgN5cTFSpLgjQf1_wbZmWfuW0pv01lfR3zFk0crYApZhhgeez3tgAsaeEvGHAF8edfQQEwC9Sg,AMERICAS
XR_0xYWNk54Sak7sgVsQTtRcW53aRJbWV0A1ZBMiKqH80no2BgSPRAqnX_xlKcJnP9kvpebsOyjYAg,SEA
lU_q1tYvr1Twd29QgIckO2aCpTibPgToXJj8iiqjkUXTV92Mrb0XMn-oiq8iNd4DLlU7G3f_XTWxAQ,EUROPE
nA5CozGkq-93xrZ_MoV0vtDawnPZOIaxFlLZz9uTK1qTHrRLWdJcrNTy360uBpMLLEzGw4xrLVhNGw,AMERICAS
ap_44LJmGooH5V7EEaT7FxH2m45GhulCAUX7dOuF4nc8IziQ7drX3WGY8wGJrggepbOibXvoy9xxrg,AMERICAS
T4rD9v6fWIGcB5dm0UtuKe0IpZTOceC4v9Jj-bFHQY7NpUGpNUYA46OXsVHVZtD0jmPRc-KBl0Awvg,AMERICAS
0T4CCkHThJ4Iq1RFR3ypY4ctGGdgY0AgvqNOCG-9mhutNYWqWv0leYLRqV9Sm-T7yMf8Iop6vmgv5g,EUROPE
2BSVGw0R_a6yI9Fbjp88tAim1Eu-T4sX3AMhvv107yu9880WkCw6QX9CdvgWTKhgEoUDZa1pfe_rfQ,AMERICAS
rAuihX0YOCIF-8DBkuwypDsWd9U_87WgDG_cobKnMbEckTmf0evIzPkHU0IPAZiU9dMhYS7HAQ6K2Q,SEA
Qj0-RxDW_YctwFcgIxC8BTCcAkAkhP9w26_wRnhqMQnghF2OV_dBKLbel5tmOfYxLlnsuLGM_3mLXQ,AMERICAS
U4KN1cEoqyX-DM_dTei6fnH71aT2ptB0uT4UgMLM0RPEF_2jfwQ8rWlOXsVpDwL9O4pHXYVIvz_0og,EUROPE
lgt810TrMSltOtZaLUKVktKsix0XQLEcXVC__x5zmMAXwnHFeU9Ihu6lRynV5Bdnb2zwuM42OuBizQ,ASIA
9C1TtA8WoK7uPe10x0nKMPJu_zvx9MJcMul7d364ooMmr0Oa6H8VpkEEON7uz2JySxgG8HteC_7M9Q,AMERICAS
41BbYqZTnJ3_ePftYHscqyWrylQ0JmMRxCaFqMAtAiOjFFQArZ-TTMgJBQmXVpmBRCQDYE71X4ceSg,AMERICAS
UO-_IErKt8HuU70H5wyd42fjd7vGvGpk0kLELgRMI4ocsQCJTBqb2HlcnvDVhyeWiRpcj0Xoa5uaxQ,SEA
hNm5IgHCv7eaH7pbv4M-XoqaaBlntX5L-0Au6Zo57Fs13ikn-HZQlD1zEW3u4PvnX7jMLjEPoHcxMw,AMERICAS
lF5ci2uYx8PxK6TxSsNKZmD4I_WvupfbhfQnKuI7I6hXIb9TWDiaWc-wK0AyJ5ABERMHdtcKf4N-wg,EUROPE
74hRefRXIOOzbSyMNWDZDamfztbNv-8pkgJB_5PqTKjQrMb4mPvr05wf5OlN4yynaHQuFfdr0pVz3g,EUROPE
SH8sZ69zqcq8fBodf-j8eGXdwXuNxCDTlEXQbpVxXmPn0BCT_JNfM4lv9tPIw_fgqM2P4PnqmvjT4g,AMERICAS
pgknOTzhg7n13DtQnu1mdTsEtraBgNBlpP0Ng0mcLv6lW90FWLGhzR-wCAjE0NagE_QuAxb34SQpIw,SEA
K2dozdmThRRpGzBGhYS8fJCv21W8ewru4WxbDfPdNMEHNzUaennmopmAIOPUVJ76cj7eL73o1QjV-w,EUROPE
M2pgAyT5uynq0HrkmAgDkM9MR4TMF1xvGnd4TAEftry6tZJRZkT5L9QXszfDJz-oB1rDHIA174HzYQ,AMERICAS
ByFUYJM3b-E96ND7xsQOKa91CUXyyFEWneqrLl8Q8LHUXpyrJs9dcVXRb1AwXuIryO6NLfy43vuuQQ,AMERICAS
JCzezaUxgKxXXGxF5RBZu3qsGASS73IYv_8D3DUY9ZrDXhqhB3UAsU1kyx13WNlBd5HUQkF3v_yidQ,EUROPE
DGvx5hjeL6F1EDDFvBIqbKxqQbaSbUHrXaNtkoIZQBzr-T6Rb1OcyWe0fV6nHx95NzwcTb7ui3r0qQ,AMERICAS
IGpgni150VcVRJsDkmI2GzNej_B-9xnvMR38qA8Vk-lDLghjqI20zbqtSbUHP-oSMWq3hQKaV20gtg,EUROPE
iN9JealsqhFFuQ-3HoUKDeiC7f89Q9rsp-K3g7LuWBH56oNHUMThV9nPqKI0a5Sjj7Jc7lNUckrRpw,EUROPE
I6MlywtfDsme0FFw4DU4JUy_DfzvoeWJMIP0-hk1isLrx0M6PZjAX02ABxwiZN4xFoW9BVpVKG6ZVQ,EUROPE
xqWp6AhbC2TsSR1-l-KDW-BXCoQ_nHFoieKWeHgylML5bcvIUoL4ZLlU6vxkAXwcpD8RJxrTeNl64A,EUROPE
XTk6bV4CXq6UoCpv1bUlHqzrThSOm2y2hlS2bXI6uSd5bC_-oNMl49eXJM_DlB5xgbQl9NfZdQD4vw,SEA
oSbJdZ5yTWVu0RWd1pIuaslrli1ZCJDDS7UmSAatvFVhIqOmh1wKauQ4KB5mKTkUplQAAQoAVWaK4A,EUROPE
d3p2zfF_VHQRZ04fvpxyS0Qw1V-jQK5mHoORMFI5-Dnfe3fXczGED2jBLdOnu4LNEqEEaiG9ZKsxCA,SEA
GKeejAt85xiw1nyVHF_D53Zpa42pyBRtv1NLb8Ge53tldQwe00AIPSb6AZPgewodv5CRBraScbdsbQ,ASIA
aa-wvFEsIBe7ySPAh_A72FDF2IG_7m6IpEq6N4xhtN7aFFKl0JDiVQAqfqqXhZxvSQu4p3iwIOeJAw,SEA
2ZjgcugDNmaH9q77Gj1sxOur_U4xvh0oBf6TKTPwH7mP58AML5Ci1QDSXszg692PsANiuEe9xhYseg,SEA
LEAnko6goV-h6alkN0boV30GVnTUDZpZJJ5x1ppyDORQl6QIcV2ZYfPa6gX9donvb0fTwjBWB9is8A,EUROPE
8ZbMMRt0XOe27j9TIujw-GSoNxIslLJy8TVHZw8KIEUwuq4EV-l7YxnPe5bc_37MtqyIqtsN3WR3kA,SEA
jZbdSWszM0KOx6-oTfcPo8ZM7ZH99pqY1VfqAydfT-6GmmWCUwR5F1h2sEhGq4OEFgi87eW9QpvKlQ,SEA
cfh1YFcsnfQGg4Av08xzRmzvd15h8eEiSYZQLUUuZTTPVBBB8SZd59jaZ321Gj4kBePhI3WJfvPkuQ,AMERICAS
1XCZ2Lsq5sc1Sy5Qpb5GIyPaAKgZsdfXByQWdGR6uTlYPsuImfYucW8GKbTL0XngL2Pjxbx0jgvYxw,SEA
LSuklvv9wT6g0CWMNVzj5YBGW3kEdAw4sSCPuibA8fVfrDkEwp6sXfaPK0RdX1TikG53fikt0_Sjrg,SEA
5ZcZKwUxLmxMa9iGbXyH7T7xD1vQ-7gAGZnj8YLUcKxrJbsx5kPoO-w_G_S0bh1eN65IymTG86HSsw,EUROPE
N0uhsr7mXDcSgAW8j_HvHNw5UtAH-QQemJAtDuC3cWWPFruumW3wqI85JupisNGqgiqPuZaS06v2Ew,AMERICAS
1BJFH2fSPtw_AZJALxCLwVn3HNsFyJkn3htVX6sxyFG6htVFqV6OYHack4wBJv75iE7ceAt5Dt1ldg,SEA
b3Ri7OT33C4t9iHKSzaw9GAU2vJ3e-ECwfXNv5Uvl8Z9CxwCesymJ4mEcMYER4QdZF7IDurQIqfZ8A,AMERICAS
YdAlVapUCgqq_PnonMpF9-FZ4AcDRIqDaJVOYcTcx_UTjGUzCKSDqVKRj9kKF02OkN80IJHcoWydRQ,EUROPE
