puuid,region
mU_v2pSVhtqjSJQi5JyubYU8JWWGtVBXMoeBwrpLCcMz6sLxIhU38LmnR5Qc4mfWr1ug4Osq0RDwHQ,EUROPE
NESMXqyaDskrpgGedQPcIHLgDW6cVNJukaSuDsPFtjQ74O_QdZO9Vou-8lvZevMRyUntgrb6VVJrsQ,SEA
olgzE0fSKtCm9p3yZdjNKB6uk3gvZHa2OYwzYBKoohgi4Pb1MqWlQSYbdDdW5yqXz4Cyoy1IO5SGSA,EUROPE
av6gd_NE4-YnbO9G89Hl0kMLEjFWqpYVoaYITj6REF7kecfN_KAUkGdriMsqnirr_9Tlp3UJGFYZeQ,SEA
kxjrG_BoVD5NCrAoLB66f21C4Nc4y1l0bEvMwEOgldFH0fUyotTDr9RYADeWoppsRmsWhgRwFsfzDg,ASIA
uoD9xMIIl5rt11mvOUworITpF18RLQFVI0zTbTQ4pqhiyHOiJishOvZ2SfVAUz4XfhJwyyqLDTFl2w,SEA
twmhk6BpDth3mYEHUar0oA23BDuKTK0vLtZ1w9SWtIfNKVdxVb8x9lEbmv9aLjk22HO1FJZtQ4JKhQ,EUROPE
RxZwZ_X9NQKh_6AzaffKT-vowV_VscmpE1FOCbUZ4W02VcDIjWqHTUFdP24nqC9TnXecMTWF5WtRTw,EUROPE
RnJ7LlyfSxnQxHY-t9zscMJBvJ6f_9z_LtsDdNriSf3tCa8uA8KQ_fZrjtjgWqTnQ4axhXo8LBXd4g,AMERICAS
KL_hHFGJ4qYwdcF_UDjBS73g36z2DSOHrzjtci3E-kj-8ue1K_4EYWDZDj8U7oRWhio5yZEz2eIT3A,SEA
Sx8bWv81GgEeUClAW6sgG0REMXy44biPC1sfu1Jv4vU_1oFcB-vFdSpsGoxCuOLigBTFtTT8qAhTYA,EUROPE
K5GBN2NpJL3hlBD54ZV5ZHVW7k1lEIVBG2Q0iVG91O8TZZshDilIZJ1y9mAAOrCwwO3dobd00ApFMA,SEA
9AbvBccuW21nVRy6kkpBHaWFpI2vY4lQBgDOGJ4Zeo3fTGCCFJHn3gPQpYgBqgJkG80ZD-x-lMl8sQ,ASIA
hpvlBM_00eRy60Y8kmteZvunXu1gj1zBMZrzIry3yc1mdwMUYCj5QruJfkYTwKV_HevOgFPqFpjCXw,AMERICAS
Aghxdk2IWL9zqWNbsPAGDaU8gCie0iVMFfpOJVz6Z8u9l8qK3JQzsZWfJqcEFSTWSmbeJjKvMWzK9Q,SEA
Xnk0gWLVBhn0tqTVL3jNer-xG5hoziSetKfNjIP-XW_PzFnhavNrT_m48LToDWAK_wGlQAHvPgxGhg,SEA
dKCA2tgntCPGHiFK4v6zkPzzpRvN5XWbTzP03AsNwW1uxDWN0HzOooRa2x_12Vb7xQFqudzpKoReKA,SEA
FfobkPVY69HpxCjGZOPhUzBj8DlmHko5TKEW2UYG3qk4HhK6bs1LNNxMNQ0b2L7uaQ8NS17zRaBFCw,EUROPE
3tgj0mxyVXVL5ywICJlrlU1rc-tZttRsswaAfhFTVtdoFwB60Zj31vTjZRPgq--pkd1DTMALGwDS0g,SEA
XIzDWuom1NCT1Y7xiAovorRFp3DyWeLvcKLFBm5cpPBmJ5Epcm26DRc0YdASR-MRDqykfn1euwE0Lw,ASIA
0bCKdef7twZLgvbykzb3SGXBYcnqqP1i3Eip-m0Nztw-y690pW_XQDCKvl3LZBKwpMV_Xnam_xvn_g,EUROPE
5EeXcXrOC6bztWyWVA784kpp3c_YWdweTgM3jd65v6Nvm6xEJU0OddZDEKfv_u7SccPxnlVAPfqTqw,AMERICAS
rDojmV-i4WvS1xEugfuH03IKQ3xVCohiwHX3E8LQDnihdULZTI7Zwz8lefj7pgpS_3bLgj_5Hb8axw,SEA
IJ4rJxvqWXq-4FELVmFRiUTnbj-lxn6Qf9csELS5DR3AnOvlsuWNZaS2rTqLxJqEe4IKOj9aCogiXw,SEA
gKEot8tPhwEx7PqzvLoZzuJnfvVQSxLXaBrll0e8aCm8jlTYSFeeRVRhK7734u7IzNwSOE1jcXhLcg,AMERICAS
BBGquyzNjZWFr6gdQnm53fh0mlfPvGFMxCsxcVD0e2KLCOsxZwzvDBNdPyKEvXtu-dhuP-GkuKPKOQ,ASIA
gXHQPbZ7eZi3S5ep5k640xu-pqqmWZwAsSOYdBJOrl1Gohken3lgyATCODAnK3x0l1M0AyiRMZd1sQ,AMERICAS
O4qCjBVGpzkBXXKG82V1ffdiEqQd7yG798Z3RcQ91zmOcd81AGLWlC_5V1_Q8lkOwZ6JDO0Fm6GE9g,SEA
IagUqPlREoVmDK5lPbDX0DNTA78O9blr1pt3Bx6jaBRkLgUbXOS4QqTqiQvVfGAWbHl_X1Sla5bkbg,SEA
TZyP5leo4rx9dO_abUwCuNASNQTiDHlRoYcm1g6x06HLdcsxL20-1R00SkPnIFSTkFmhKN4cBp4vjQ,SEA
r-xnLVVoQI2mtsasLKALReA1bMUMFqhOa9wk-9DQqFwRaCTeSJ6p2bOUv2Gp5zsmn3JMUS500ReX0Q,ASIA
US-IysfC2UKyZtGPLWyL7gw4JgE62O6ct1QFxOZ1Ob7UyhlQ9ZOmd2ECAfz4SpSafb5LFQ4X4lzh1g,SEA
Qd7u6uMgwajLrmJ9wJaE5fJfEBO3l42E88nIhHYiXlQmlXz5Y1cSapohUsIWhCwFlM_s_bU4ry8AFQ,EUROPE
U4D-HCUXWVse1qGclr2oRRRDlT1JpcYgAmkkJUsYyQqcmpwvFxhjWyukbhzmuZT41vyqtMRid53yQQ,EUROPE
-VBS7XScbFftj8KfQuoiTbIw6JUfF9cuJsr2PAOhzlOXsoayEaW2CEnO45Z55H5nxmdo0bNWdA0cBA,SEA
g3VtYVHpkrHH5bopwrvsDPq0E-Gk93sr5qRTe7Ja-VX4vbzcVJZrYudLj9NO6nWhx8vt4TAASg6J_Q,AMERICAS
YQZ0pOw-lQCJfbo1QqMrXNpZvy1znlgmEBE4DEvCcDQwOg-zd4azCXuKbg3gP9a5ubxToHXnrEp2yw,SEA
S58e7kn3GgfP73yecg4LvP8eb7ysYRq4bVWmh7ySDwwgryx7VsmBvIokfhLkiZzGY8XdIUly-udwSQ,AMERICAS
l6ZTgdDBFm9cS072ZygK87VfS8soe21U2VJVqy0OIeyv-c6OAzDFpv3YKU8LmMfM8y8MRj4FKu_rBg,AMERICAS
ovUu_ciUypapwJ_D9JohqU9cJMM0jxjtWZ7x00lPpsg62Rbam7sac9BFVD1LubL8thzqu7aMD1Ju_g,EUROPE
J4mf3OYN-HVJeXrQya02RDR6QTzGXLv5YwhA-6lAgfPeSGx2l-JKw-_TkwCex6Snt4l4NFaO3dFHlQ,EUROPE
7zZ0QCCttnhd1JGVVBDUVrZsKp7Wc5QgKHNy7k3azOC_n90NduBSc5ZpJ_K6XRqMZqHR318KKPGfjg,AMERICAS
kn9b6yp-p8_6Bsq1dfnARG_i1m1tmakIsXuPeEtt6LQQEO6W3GDHauO6aYZEXG1fEQCE6z8GNPkFJA,ASIA
pegBVgPm6AVeO3Vc5kWNHI_PLNKSVhLPPohXjJIBMUUNwrSZrDnEl0C4UvfkjCcBRRTXh_NzMhbzng,EUROPE
cE4FJDUAUDHGINx4PzB87Z0Ipt5eMmxSS-uhGD2JVibKu1Cbs_qTjwrc6MOmqYo7t_APuMPqwtlXXw,AMERICAS
BNYc5I-VlYxDYWtxpXSbwuzY9BpZfu-sWzlmsCxd6Am3EZXMDtZVOQu7PEnx2X7gU9KBYBEqgqKccA,ASIA
tGCo9P1TA3FT0lPAAgIpMRODSeEUmsCfVfrKprlpRKCOyhWyxa3S8CKCVqzS9zSK57ZGOfVtPXMNzA,SEA
a6Eb9mBAQYMozmHnIgqpAyi3pQA27FFhcM0c1updSK84NbBQXoQQDrrM3O0Oc9S_KYQAcRLSiBFv-A,SEA
qI8oXT6lrn_b8rlP-0ihGoWGYCzdKB7SdaDU2LNV1UnrC2NHH5Y_3WJpu1VAgAARRfUWfza436d1pg,SEA
kCPqPESRgWnEoStLSgP8jXkeqQSBq8UyDJu0PYgY1TBvKpPPysIMlDRsBkrDFkzNxJ3KKBmJiDIhOw,SEA
oXzPI1NGcWQwB1j4TsFB-Jnyy4JUABB0Fnck5VMk4YtTPqruL8heLty0IbygwJLux1egUSOtV4owyA,SEA
DMKjaz8vK3gDukWczHVNO66pRqlS4qBnx-n0FflyP7uldINdqEB7AfbwCu9q3O1-YpKrmg3kiCtH9g,ASIA
vMdV7dbd296uhbD0DjfHiDiAcftJj0Keq64YvvuSjK8e_WUQqRDEjMMzs1-DLQLXMzQ6AueHyowxPQ,AMERICAS
fCZgAZ6vWQNWDK_lT0MUuHPwJmTwjHuVHXh8lintAfTvvrXFEc_wI_UjcimpRUJRgR-ka-mzqdZIug,AMERICAS
BjczOEk7ig8WyavU1Q-dapMIqiVG8H5USkMPpa8mDuCJ4CXWug4oVnqUydc_41-8H5ZzqNSyivefWw,SEA
d3wOer3dBruWElwdx5IwGMZ1eaAxYolAGaN292FflDDmsIAL6kOTvz4gZyIgz7fpPPX84if5p8FtTA,ASIA
vyCPyXvAPuvJ4qs-kHpiXM4mSIVzyDR5IUmrlkrVuC__AfCkeYRoEt2Ef037KD6YKNBqE3k9Z36gOw,SEA
Ajf2XRGX73cFqwOYiOeExxIpISmoRZR68REg-G7gJ9DnwDGVwXeMzhS6M_7bBQXM-ZKZwo_6BmqWcQ,AMERICAS
epkQrvzbzXxzxEn83QUDKzeGuUHph9KqZAujddQkHdAAbrMTA6Kx9rFgWfzgrFZLaRQUTV0f1tj_RA,SEA
bhtuq8zfFdVPo9hrUjiHeZdooQXBG1Apv-Izv6cr2pBZKp6aVSU7L7bxHZUN3JoLD9vDmK8GaRvWyA,SEA
YiZCyExf8QbBr3kdZGkHDVj7VqxQm01kp4Ok5v7ga7dCYkXSAx5hd7rpCPGdFPplkWErrgwv4POVCg,SEA
7fmwT2XAVw3BHrbTyZfen4RZeKP7p7b1F3Wk-OsF_8TeJ1rb7_oXAo3aQ_LQwUvCJ-eyhD5v0-mtFA,SEA
l8g7Jr5pSBraRC32180JTI3fTAy0LyyczFUi9mJkAQ6VyB4iZL-YZAyH8WMF8Ojz6L7zyCm3cVAWoA,EUROPE
l0CRepghi8b68xYv8KgSmvX-mDvnxToJEi6CppvA7m6rS1hB6WRMu5lwahR1QZ3LeMb9EYo6FnmwdA,EUROPE
NJbGv2teQbhNQhfbS1tGqfRfRhZ4LUVoFzZy7TOeADFKyptf5XICd3nZyKAJ5VIJez-2mvRBPBuzFw,ASIA
2r3rLTbXIPFURyASQXOFyh8wtFaclKt0NtcP9Xnvxm1Z5dInNhPkFrdGSsdibBD2HQfvgJ0I246ezQ,ASIA
NvkeWlnFml9xABJ5DH_kT_Kdh2eop_YLg7a-1CSNyeapiHgOF5DdzD4dlPXVHDMXTmBjuRrvR7oFig,SEA
5iOdAwvVpk65MnsrxvuOhTyWKFEVSi6maXx07qKauCV0D-qFxUYetvAsPkNOdmg2Y87jy6yAJk47rg,EUROPE
U1VM4M7O8xCI1O3USXsNiaofca4tuJWrNZwLTU3byXnoQcNXM7hnIjxAKIo--KVjcuuKk2-MCq9Ibw,ASIA
4gMqMp-OGuKC90n4zkIBI3U7zXTpkxSqwQFI6Zmll8dqQYy1fOTuPJmD3T4XeBRfcnpIViurs0VJVQ,SEA
pKSMCwDMIU44pfz3fv2yZtKvKKfHR091yCX3Eh_jYUaMX6ndIYsnHhULeIPxSJbMxGM2j5hoBs5W5A,SEA
RBAEcJNs1hyzOZedSU1ypv0A4sm5pAG2OlZQBBICEQTfycQlcQy44vKYJe-Yt7X3KI0EqSTI_qoU_w,EUROPE
fv8D_iJWeq24B_h_ZAMiI05XhLVBpB1orolS7OgGh1fzhD9urPSMB55UWGT6cP4q8FVEgoF4V-i_oQ,EUROPE
oSaH5tnhoANTX3PPGHK2scYd8V1NU9fX06MPK_xBXZIH0Lrv9ilyKYvwP_h-r-ewvK85b9Kmn3ErhA,ASIA
I9ZR1AvklY_Ayf_Oqk6bU6yQ1nMMmQEqr6_FYOCXEtMrxESFClzaUw0IkyBfJotqEiMaqshFwNVA4Q,EUROPE
n1vhAHisdQq8xS7VK8-PiaHNJhLqD32pZnzXXz2mLzUivnCEvWBNSZLCYhwQffEzpXQxkeMiHGGycQ,EUROPE
pHR4cZjixfH9zYLLQaW9DmT05D9FETQJiBtFTf12hL5yOP-e57PnlXjFCa6aNkFcKXYun_A6-l852g,EUROPE
IFR0MwT5_d7os4cTIV5QOZuFu8g4ywn6p3BeTk9lHJq-gjLuc16Wh28ib_FNvDSGpzRd6Vbw4MN8LQ,SEA
86ndy0doZr6YsC04chYGar8Y0wC2Dt-kdFFN47w-T5KICHS0RJhlYV3aS5vDsOLmVl5i8lHWJ8HrVA,EUROPE
QajWZzr1waXZz_NZt7FROVZJPibAp54ebVZSHlDq1nCOHsMF-Qn3rMgh5-Ks1gAqf4cDzylcz6V80w,AMERICAS
lkIOmsfh7XgkQF2l57-sNrtqSZZctzO0Szap3TcxhgpNRNPpcYaNH2QW7Zf8JVhcjnHwWm6vO5yTCQ,EUROPE
9NfUL6tWzi4QT2544zvnQzN0QTH2_AK1iQr3W2rdNX5cq921T_Vi8sKprIanDpGEd84qP2ZxDcHw3w,AMERICAS
HcZ1skga3CsK4wBK9DkzmnxaoQUpGSthpzaSsD2MScvOS75xCmULRd0I_N8tDsIi0AzoFkpD6TXlKg,AMERICAS
0TtpdP_tMrjB0Be2aoEoW24YEzvZ3Q2CDCGk0_cCknYIxPq2wHdAC4kDE7OmVXyijYogPPfDJiwMJA,EUROPE
rY8Xmw96z9C0Y8NaZkOl5P7h4gl9eajpyTHYidy4gWhlOKkoB6BQtWq5nz6gLRENJfwRTPK2LumgUg,AMERICAS
b3sLACOeIvKZjJ8mKmTKnn2y20ioyXEszcNg0JL-RIho85IVONAmhymuvrhpNznVjbLttYZEHsknyA,SEA
6fSsLVtbucPviHRAHmCI_RhZtKZue8O-DoepEHiRu9GEOyiDEYUqNl2kXYj4VX4Dy3csLjfqrdM7Kg,EUROPE
-Pa1mTC-ScSVWSZm_KxqOLgYSvJtrp_kDh18EFUdUamVMUaJ34BMZmJsQcVestaSKtTWrrQvqGegng,ASIA
BycNkk4-wbF00gQ-wbHQLRyk-JIx-GEGzW1QoDGgwWZti6kOhsQY1ZhJA1ykSlRSm1YmzGh-7sAQWg,EUROPE
9agd_T6SQR9goDslbUU1eD0O--GoDADD2O73ily8DXmQNbi_VruA0jN5AEMx2fpYcUoiksHdmZMPCw,AMERICAS
rNG5P58W8BqfjcZ3tDVETYnsEQpiN3EVb0LlWaq1nIozLDDtaqZPYI7zYDM6Z9AmQEmZAvvyyP5mXA,EUROPE
PpEL3Ql3Uu6xcnf_KKzVj1M5eEzbpNqxvYb0hNFXHOx_DXSB-uv-dR53FB7vJtGeC7rGWR3DyY2vwA,SEA
YQQNMlmAncEK2G8DqD7maUVKXIMMpxZ8HvX7x-pSIbIpw3zqn_Ro1UUAZ754v8Z_HjvTfoDjBtN2xw,SEA
zOnVT0w4jOQkfIUeOx55pWS1GqSkVpuoRgrxeHvIZZNzfamzVHC8uYHXfw3R6eKHM_a8nktPNJWgKw,AMERICAS
w3JDNIo49ch4E337l10HE9yX2wPLpTgY6XKltBn1o40Vm1OwpvGYxoYWs8rnfpw-dvzzAZWSjWDuag,SEA
7u2A3K74w7rziXBOGeiuKF_crggBh8_06AV4txfBLlQ47gU_QR_N470pjyVz7R5zQ_Y8Ad0QXfgU6Q,EUROPE
QLByVHcHJhV4YWDqfju-dntTN8j9WqSpkK5XhAmFcwHIeiXVpMLzeG1iLReWIMjLICyKiYzp7TDfZA,ASIA
dUGqf00sK4hMtTFjmpjpoS520AGbp4d7peG70s8vo1qUnwwmsbaZkTVGSvTAlgwrioBb2AgYF3BFYQ,AMERICAS
7uVWA_ke5hdnEFiZypBjmoZ6p2g2nM4lt7I7do5OMq33zhvqU4Ot5hkvNjC9u6E3bIctoG2-uldWyA,SEA
ES3AHAko3AmFgrSprMoAjbQOgcfNhbrCxsJuxCiLsOP1uUWMEiaQALqBUXlr8gsgCQwAJliGbBuW6g,AMERICAS
6eck07P9ydLn0riuqY2pRUYv5_mRozDn5ipqvs6TRG6Yt_d1rqZLtqfoN19dOAXBuSEj8wOOQwEkew,SEA
rROjBhEJxmrlOnBtCF0ri49qFWdFBGCfnISfB3LkVRXYbB9-FA_6QLLpolZMJ4dSbOH8BkEfTOeMEw,EUROPE
N4ID-ZjSZi9tnqpL7XW37LpLb9QFQBb3nHW74ExIDwgHGJFus_qtU5Jy94fSHj3Wen1L4mRBQbVORw,SEA
5Vj_RqYQctvb5pe2ftxxdH5nrr_rCguKum0z51ERhGKbnBKMozPH59cohhok9p-pHyAaj4UzhiyU4Q,SEA
wNyL2HlamNSWreoaAMkmf-Qa-8D8CO5brEc0h-CyDs2BxP6Km7y9tJA5cqjYBNNfnNthYFh7io8QZg,SEA
IHCvzC0Y-PKEXEhF-1sPrcRy5nkMERaA7mblAFDC1Dm1HKskOEN-QSla4bulJ_dA3O81d9gYJ1Ph_g,AMERICAS
CqYSjzmhKg44X6-xH7LNM4CT0J_ZCE4Pqq-nd_eNa5LHXzgW3MVgtyJgyqJaAwz463ABrb5JsR4htA,AMERICAS
K6fnx9GsudZQUwipcGRqZpDuBOZiPoq8JedJ7HlL5LvOVnlFh8vAuvwvLUFY37zidkmxRLN9jwz36Q,SEA
fEShWy_TbPqv0vmPDb9IgJn48JP8MerG4kNkAcwsyanspspPIi3_8S2L-HzJMnvJW0gjk8OA389Psw,EUROPE
QdIyg4chvxBtCWMZ5GVWI4qzvZPZsCpyAtOLx-PZWhqQAaLvkNNtKw4X6cj0abQJrQx-MeQOaEBvRw,EUROPE
2Ln5gNqI_7-M6Zxj9c3ifvqtYlZ8pmNBKV1CuDup7M7KdhA1nSO4TdjeRVRKSPLiKBVCdGi8PNNvqw,SEA
5BQKjvFcZT68kQhDGfSNxYRj7GY8J1vzx5u9-8gMgivFHhvJx3VGvaY0Jw6kBovMSBl7uoPapEIIzg,EUROPE
A1iAlAHya4MhK2xTGHpdSIFxFL3INFdr-qfYHobERruU7ak6DqN40Rkhb54rf80MgfgYEoZNcH54lA,AMERICAS
8KICo12SBh6pAUBGgMBG0L199-l-Ta5vU0Q1pqzjpvy8GMk5ChgD3bMHZY0tkiWVp_TQ_dA8qOd6iA,SEA
l-ri6naX9JTCrhTZDURxUlI0dYEAF_PK_l-xBL_t2uwpoowlglUhq2qpoYuPcwpgbGshruGmR7QImA,AMERICAS
6oVRMMo7do0CILwLtoqBwQAL2AXhdXl0pDVR5JWdLCSD7yMEKITGf6caq31VK6Z40XF32Iv14YYP2g,EUROPE
xFKBG9FwSeVLMCuDypAcp1QTHmyERQvwbi7l0iRKB5PuKyUv4Bat5J5nCVnt_d7G4pffNI5SQ4EeKg,AMERICAS
Ypjt1VseXOSV-m4GcF98vn0e13HA2d2K-zP1zoj1-uRlLCDpmqE0bwQ0IIQJxhJPzVGt0MYJAPMDZw,EUROPE
iTaW7CeKfvfp6QzAJp9-mWdV7MmRkMeis0XwXxjFK3XRvb0SXe58hBFSqUh404mjPh-CUSDuj4IzVg,SEA
jva2-CIwwBRaF9f8qM1z64lhC_raTpRYZgFDGM_FoQyhIW5HBR50Lb9y86eHKhgKEiXol-4LuDMKEQ,AMERICAS
oHtgE7AiToMWAY59dsDSucqI0spsAceGSDx7KMnYRxJwDoxSZ5SuIDLdzztEVT5Z9_CSmXrjPjISmA,SEA
DaZBwH9kZYYENONqoTsSDsN2plthTuvCfCzkh_DV_vi2z1NUIiRQrYUQ8AViEhXZ7EkKyn9uOHhpgg,AMERICAS
2cHvC0LHyUm7TJruL-YaXT72ekJjgcUHJ_zVOdVHGhv0NxwK_D2ad0Ncqa5TwCEec-MjrdRxAvOMVA,AMERICAS
xS7T4zMGk0fPxHKhwlShz0QuPkvuU0sRlV_wGaPgUTj27AM_ovnHuRmZhRWehgOS7RpiJ9eKp9uAvw,SEA
bI85zbxYM7AsPUr1VpLGz18kirsoitI5N2fmI22OEUKKVxJib-LYzdrH4Ig-lp5PcqJux7OSiCrofQ,SEA
AyEgBRuApcWRE8sIzIAu48Wmc-8cuCKCwAvumNXpiwwzFnlFRVvh8e5hhw_UH9pVaY2Cm97HEL1j2Q,ASIA
yTTbxnAYXblOLm1SSRAm3ca5wyAjnu9ZmuncrvNbkNP9p8EtDqHvHGKc0FVFj40_IqoCUdPTraCFiQ,SEA
UEE_A5X5vB_2L87aEMaR7uKOBsoy15lvgehWSNQt7FFBXPyyhZSoJHDCmgCjE7N88OrBB74uykRDDQ,SEA
bGSfaWRFr9irLu4fbdjJEUIzaaL90EZqw_qJt1R2b_IkgAfWey3K0s9LT4lxzVvckag1O-Wu8DcFUA,SEA
duvP6immcGOUw00sY8gZ9D_N1Oz0_Xb_PRjNyq5wm55NFj6Shm2wupTiG3cWUDdFIYlqwGx509u6iQ,EUROPE
H-SvWUk80fMS9e9OKBbKvLqw1ilnPVB61cBgH9dsgB3MIQtxUBScHmJ7Mqw8Vd_O6SkY6n5owMx09g,ASIA
u0JnlCaj4B1c0sb_qU960s7SPD8NfN63TnJ8bNm15tVAK6LcJM1rFK4MTFc22FwH5kKrjYOAD4WY5Q,EUROPE
BbvWfs38U4ufKx6GMvcVTJL2rHjeLCHZbUuN9V7RO9J-heoirBA1VnGgoh_4zHINM0vx-g7vcmo5rA,SEA
j9S8Ty4L8_nw0jWIrUL2YK0Wwfuwo1wrZcA3Hl9OrUs6_5_m4o_l1XTHOmXHdVZLHJTOvm9T5l6ALw,SEA
2pDSNlanfnqXQyPToAGLB5-wIsaSYImdElkpyjwOhxG0E5MtT-HtLbDm-t5ZpcdA8hNiqwWb1BOqJw,AMERICAS
Y1Xxzbkoe_UdCHEMR88IIXyUtOFYmgFoGN80X9iB4YBEWPSxGBQu_wjdDivTxO6MfrSqPqn6Sf_o9w,SEA
B1vglklSInbGkdxmpyjpyZ9ynlix1Ud_FejituPo1F5QJDO1bn2Z5vthWE1VhAKyz9FQpZUy8jGqOg,EUROPE
xeq-VXnOHsGEBUc4lsoRBSv3tBxR_nLdCxBJb5uI9Zk3qJ2S78YEpFZfJUY030-9uhVSJCC3Jqj3GA,EUROPE
Oi6W8Pt9zfV-qZYjk_wRrw-PCBl91uyq_Y0PIkkDHJ1v5jF3Os0U-kIn7AFVQd5Dx7MDSI2-4fvU1Q,AMERICAS
8G8Kaym5tRaLx1v41CEOFx0dGoJ3JmDQ67u2FVrJTf9mVkBwIXTA-16_vlhocb2c-A2uazpXGTFLnA,EUROPE
Qv0bv30riUDxwswvwekgca8Y0lltNbF5WsI48Ru3nMZnvRIUyWxBPiFVbJapSCtYnFI3vq7F20w2Dg,EUROPE
rkM265CDLP9mANlCdCdtAG9_4b4aV1TS1q0c25-DA4tsAGNBfhViB0-o78DTOI0DOOZ5bewjD_FV1A,SEA
SLUOi_RoLHqlzxbKq_YUCIq7a01x6xZeaA6O0HG4zZwcfOaa383vzmiaXkxdP9U7jh6HbHvulSlVEA,EUROPE
oELDzOHOtLZ5ijMtEidvOodPXkzT5U5HWdhixew2BAo827BF41Vt3f66B1tGvN7TtojRUVHQm-GiFg,EUROPE
IK12lA1SJq-N2BejepNSEj1fNYE2S1NYZpIG2ZVzxmMtyoOM8QElSnlM8mlBtcCLMbc6AWyU6729hw,SEA
68g1AfPIK-koqAAo8AQKHx43X2SaCdBqJRVh0j3EYVAEmZ3ZVLO8L0Qrvebia46Rv3cr-DYE5YUnNw,AMERICAS
InMYv5_tgPIMRHXEuQC_xxJZH4NlXsiCBBB0cvmrf5IxKCtX7ny6c9T1JyyujkmSN3amMo-VmzoYFA,SEA
DHQSK9lnVMW7aM19r6aGXjuupFqRG6aoNsPnBoI_r6krQdlHad3_mrw90LqalT5gAndNouwk8HPCvA,SEA
qjG9ZT-bZu1oR_uhBKWtccE6PcRwfMm3JCpNUYQi_woG9zNWiWG-qTw-nJq5GUd-yY8p86NwZ07rGA,ASIA
cBx1yvuAOGHibeUE5GYTh9zYsZiaS2YYxlf1h738fGhdiNGDHS2SYVXaRLN5GPQgcTbx9c_Fxdi2Ag,EUROPE
7zvs9vRUoqPjusEfEH0bO3JRHuPe6PC1HTFBMSz_avTDEEIc6NYIniciB0_fKNizqfQ6YNTVvIiZag,EUROPE
i8mcqaTKoWJ9UdMzcYK5RZ3EKvzY4DUVp1LG1Av-rofMmTkUiRXXOvPD63Ia_fowLvDM3WGjrhnjVg,EUROPE
JCRmGQ52PlC0vc-JglORNrL1Rl0pNIAF9RT8uXAJifpKqezA1HYarNP9gZGcnWz1RyOtR-w6fUcn2Q,SEA
lH4ZcBrgTrvh3Jirf0KutgM1GiQjVPE_re6ackX8aJHoYWe7ajEPIgAqPVT39cwEKzbBbZ8BMBBIIA,SEA
zES_KmK9I8ehA6R-PEcD9rcPaT_i2w-USCyn4McDYiveUucBXvWv1XsezCIVTr4xl04J4zMei0HklQ,SEA
BxE0mw1uMFlFGVH5XhQMjG0JknopHX9w4mVTNwXePXLfPMDHWCB8mi-OYoORTWHv17Zdznu6gozxnA,SEA
adntw0aKRS4NiMwsEeaCmcyVWYmQu6pOL-PA6N5elT9Cf8y7jwp9WBmeNFz0s7gWHlVrD4YCmtPhew,EUROPE
6Dpv487i3GR0CvIzsT1ZJjX1VFBWFxE5Ihiuz1BjfnlfmKqEzJ36fvZ3ZEdxWDPfi8Ks1tO1xVxTsA,AMERICAS
7F8CfWBJMwz5rX3NyMuXTchiVAts-cQr_qBgBOAbIZ_BJfJsiPe3VOcSVxK2Hfi1ZeDWXALi0UAdjA,EUROPE
RwVCisMYFkVoEKeNibJEU7Yja8Hk4s6yxAb_nYmjHxLnDP7mcs7DBwx_TCKlgGaC5xf00pCIvVGa0w,ASIA
vycj4Vqfc3UJBntlBdPtuIXgW2oEmfdo4tdW8qFFRcQcn4D7RCB_wKc0bcLQbk75PrZlkID1qM1JRQ,ASIA
kX1ypml1ErznHKKm7IAlBQyh-mnQPdy84glnF5O3D04_RdZ94hbwviF7W-6s30pgSSjZvIT3w18UFg,SEA
HQFwY-PD6PWXs1pW_dEYXYsvb9xu6hqYkdAVpYBwbmMXTI-3aVsPgbRjsbPFbkEYU0eJwBfyWdbA-w,ASIA
0WM8pe0q6mlDpxBHG-kXW8O9vKwcRZPsIn6qczwJbQX9FU3pxkiQiH1-Mx8Kf_BxBIuChYu8_urvCA,SEA
RDSZgynzswMwlwOMsfDiivn7XhkZpg1rrK7dEQcVu2b761368-0AMO1fzZDCs0Yuee7rGAp9hJWTNg,ASIA
c9YffTMbybma2vbboIek6K14QH5zi3-TCNCnOX4d2oY6RyHqFoq-RrbObSzFCZR1Tob22eAjuoVFcg,EUROPE
wI-G-oXqEDtWNbl91bnrrbbNNcAEl6-TNZp2LJMT-loA49y5Noe3SKWIpplz78YIyi_EECVKd3YhxQ,SEA
wSRZV0KO8VbCfz2K8L-gwmoE1tXmvUHMRE9t2jlnbYQ8qI6FnQbpw9L1Juwvg3JfbfUieMA7iIvfpQ,EUROPE
S85HTNUiGzyEqpg0GjQcFcvfZqv9PDvv3g0tF7N56uFITcqijkgrPeSs-5HCORQzi9_J2a6rX8B1qw,SEA
6wuTQZsm0SGiPmkfkqkoiRG8i9XzVv_iNbHMMk0jnl3MnKr2QzEP_PvUJB5PSVtbxUa8fZqkjW3j0Q,SEA
oB5Pb-8emTfNU3V2DCKKdTYE2BS9lmyxW29RzI1m8zeDEc2IhzYfYDgqzPf14CHEG0ZImaQ1Vs6trg,EUROPE
HfYwPkjiXXgJa1mwulM6Bi0lN5epH6mCSucqB9o3hfjQT8jBEnfoehl6JJrWMMTCNXz4L-mBs6qVNQ,SEA
